Date,Real,Predicted
2019-09-04,32.459998999999996,32.12726
2019-09-05,33.209998999999996,32.642933
2019-09-06,34.599998,33.20746
2019-09-09,35.040001000000004,34.309734
2019-09-10,34.419998,34.65553
2019-09-11,34.27,34.09604
2019-09-12,33.900002,34.237965
2019-09-13,33.459998999999996,33.960598
2019-09-16,33.02,33.451565
2019-09-17,33.900002,33.162266
2019-09-18,34.0,33.975204
2019-09-19,33.59,33.903587
2019-09-20,34.18,33.455784
2019-09-23,34.25,34.220245
2019-09-24,33.810001,34.197258
2019-09-25,34.029999,33.63627
2019-09-26,34.52,34.044254
2019-09-27,34.5,34.458607
2019-09-30,33.919998,34.21719
2019-10-01,33.459998999999996,33.787395
2019-10-02,32.150002,33.52385
2019-10-03,32.240002000000004,32.36215
2019-10-04,32.57,32.417793
